"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045862","GO:0045862","positive regulation of proteolysis","96/3831","334/17468",0.00192988110648702,0.0229176834318079,0.0189164336283545,"HSPA1A/PLK2/HERPUD1/EIF2AK3/KEAP1/CTSD/RPS27L/BCAP31/RHOA/PMAIP1/TNFRSF10B/PRELID1/ADAM9/BTRC/PSMC1/ADRM1/AKIRIN2/GSK3A/CLN6/PHB/BAX/MELTF/SH3D19/MDM2/SGTA/USP5/BAG6/RNF40/MYC/CYFIP2/HSPBP1/PSMC2/IFI16/VCP/EFNA1/CCN1/FBLN1/FURIN/PPM1F/PSMD10/PDCD6/PSMC3/DVL1/LGMN/USP13/FAS/RIPK2/FIS1/CSNK1A1/OGT/MBP/FBXW7/ATP5IF1/DAPK1/DISC1/PSMC4/CLU/GPER1/BAD/GBA/ATXN3/NLRP1/BAK1/PSME4/AIFM1/HIP1/GRN/CTSC/CAV1/ANTXR1/SIRT2/GCLC/PSMC5/SIRT1/PACSIN3/F2R/ZC3H12A/AKT1/TFAP4/ASPH/RIPK1/NUPR1/AURKAIP1/PLK1/PERP/PLK3/HSF1/HMGB1/APP/STUB1/CASP9/ANP32B/LRRK2/NOD1/FGFR4/NRDC",96
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","31/3831","86/17468",0.00193010743538529,0.0229176834318079,0.0189164336283545,"MDK/ACTN4/CDC42/CORO1C/FZD4/WASHC2C/DNM2/LAMB1/C1QBP/LIMS1/BVES/DMTN/PARVA/MELTF/ITGB1BP1/CRK/LAMC1/EFNA1/FBLN1/EFNA5/MERTK/FERMT3/RCC2/PEAK1/ANTXR1/LAMA5/EPHB3/CSPG5/GBP1/ITGA4/NEDD9",31
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","24/3831","62/17468",0.00203113414444786,0.0240672672506386,0.0198653090272948,"HSPA1A/HSPA1B/IRAK1/UFD1/NPLOC4/TSPAN6/UBE2N/C1QBP/ALPK1/LSM14A/RIPK2/UBC/SEC14L1/IRF3/IFIH1/DDX60/RIOK3/IRGM/PUM2/IRF7/ZCCHC3/XIAP/UBA52/NOD1",24
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","17/3831","39/17468",0.00203479593926086,0.0240672672506386,0.0198653090272948,"CD44/TAF9B/CCAR2/BCL2L1/BCL2L12/SNAI2/USP47/ZNF385A/ATAD5/TRIAP1/CXCL12/CLU/TMEM161A/MUC1/SIRT1/RPL26/PIAS4",17
"GO:0031333","GO:0031333","negative regulation of protein complex assembly","42/3831","126/17468",0.00205219290055505,0.0242261768086759,0.0199964742088223,"INSIG1/TWF1/CDC42/VPS35/MTPN/WASHC2C/DMTN/PARK7/TFIP11/TMSB4X/RDX/EML2/LMOD1/TBCD/MAPRE1/TWF2/CTNNBIP1/SVIP/TRAF3IP1/SPTBN2/PFN1/SLIT2/ADD1/STMN1/BBS4/ZNF451/CLU/GBA/NBDY/SIRT2/STYXL1/SORL1/RIOK3/ARHGEF2/CPTP/SMAD6/AVIL/INPP5J/FHOD3/HMGB1/OPRD1/ALB",42
"GO:0071479","GO:0071479","cellular response to ionizing radiation","26/3831","69/17468",0.00211929263350209,0.0249494400453847,0.0205934612932168,"CDKN1A/EGR1/ZMPSTE24/ELK1/XRCC6/XRCC5/GADD45A/YAP1/GRB2/DNM2/BCL2L1/RHNO1/MDM2/SNAI2/IFI16/HSPA5/ATM/RHOB/HRAS/LIG4/INO80/H2AFX/SIRT1/RPL26/INTS7/HSF1",26
"GO:0019319","GO:0019319","hexose biosynthetic process","32/3831","90/17468",0.00212514575445223,0.0249494400453847,0.0205934612932168,"NR1D1/ATF3/SLC35B4/PGAM1/TPI1/G6PC3/SESN2/PCK1/ENO3/SLC37A4/WDR5/DDB1/SOGA1/GPI/OGT/KAT2A/ALDOC/PDK2/AKR1B1/PCK2/FOXK2/PPARGC1A/LEPR/SIRT1/MAEA/GOT2/SLC25A12/ARPP19/SLC25A10/PGP/PPP4R3B/GPD1",32
"GO:0016358","GO:0016358","dendrite development","66/3831","217/17468",0.00212570045194528,0.0249494400453847,0.0205934612932168,"PLK2/NSMF/CDC42/RHOA/RBFOX2/MTOR/RERE/CDK5/SLITRK5/CFL1/IQGAP1/CRK/SHANK1/ACTR2/EFNA1/LRP4/CRTC1/ARF4/VLDLR/DVL1/DBN1/RAPGEF2/GPRASP2/MAPK6/CDC20/DISC1/BBS4/KIAA0319/ABI2/ARID1B/CAPRIN1/ASAP1/SDK1/PARP6/STRN/NGEF/UBA6/DNM3/TRAK2/CAPRIN2/SARM1/MAP6/SLC11A2/EEF2K/EPHB3/CDK5R1/DLG5/KIDINS220/TRAK1/COBL/PAFAH1B1/OPA1/EPHB2/ABITRAM/MAPK8IP2/ITSN1/TRPC6/ACSL4/CUX1/CELSR2/APP/CHRNA7/ZMYND8/LRRK2/BAIAP2/CAMK1D",66
"GO:0032469","GO:0032469","endoplasmic reticulum calcium ion homeostasis","11/3831","21/17468",0.00214357782508484,0.0250630562149021,0.0206872409606155,"TMCO1/HERPUD1/BCAP31/BAX/TMBIM6/FIS1/ATP2A2/KCTD17/BAK1/GRINA/APP",11
"GO:0036499","GO:0036499","PERK-mediated unfolded protein response","11/3831","21/17468",0.00214357782508484,0.0250630562149021,0.0206872409606155,"ATF3/HERPUD1/EIF2AK3/PPP1R15A/ASNS/TMEM33/PTPN1/HSPA5/DDIT3/CXCL8/PPP1R15B",11
"GO:1901652","GO:1901652","response to peptide","135/3831","493/17468",0.00220185653524167,0.0256953296049671,0.0212091243199755,"KLF10/BTG2/EGR1/ATP6V0E2/PRKACB/ATP6V0D1/APEX1/XBP1/NCOA5/ATP6V1G1/IGFBP5/TIMELESS/PARP1/PRKACA/ATP6V0C/CYTB/ADIPOR1/MTOR/RAB31/AHCYL1/CSK/EIF4EBP2/GRB2/PRKAR1A/CCND3/NME2/SRSF6/CDK5/NEFL/BACE1/ATP6V1C1/JAG1/PRKAR2A/SESN2/CDK4/GSK3A/PCK1/YWHAG/ZFP36L1/PHB/ADCY1/PRKAR1B/PTPN1/SESN3/TRIB3/DAG1/MDM2/IQGAP1/CAD/CRK/RNF40/PXN/ATP6V0A2/STAT5B/TBC1D4/GNAI2/SOGA1/RAB10/CA2/MYO1C/CAT/PTPN11/ASS1/MEAK7/LGMN/RIPK2/FIS1/ATP6V0A1/OGT/SLC2A1/MMP2/RAB13/MAP1B/INHBB/CXCL12/EGR2/PDK2/PRKAR2B/AKR1B1/GPER1/AKT2/JAK3/STC2/CPEB2/IGF1R/NLRP1/ARID1B/ATP6V1F/SLC2A8/RANGAP1/ROCK1/NR4A2/SMARCC1/CAV1/PDK4/QDPR/EEF2K/GCLC/SIRT1/ATP6AP1/SORT1/EIF2B2/DNM1/RAB8A/PNPT1/CDO1/CYBB/AKT1/SLC25A33/RPS6KB1/OPA1/ARHGEF2/ADCY7/CDC6/PPAT/GOT2/BSG/KLF4/WDTC1/MGARP/ITGA4/APPL1/HSF1/ACTN2/APP/CHRNA7/FBN1/CCNA2/ESRRA/MAX/BAIAP2/AGTRAP/VIM/PDPK1/NOD1",135
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","56/3831","179/17468",0.00223012768989642,0.0259756777594603,0.0214405258607586,"ATF3/YWHAQ/BCAP31/PMAIP1/PPIF/YWHAE/MAGED1/TFDP1/TIMP3/PLAGL2/GSK3A/YWHAZ/YWHAG/PARK7/BCL2L1/BAX/PPP1CA/PEA15/G0S2/CASP2/DDIT3/PPP3R1/FAS/SOD1/FIS1/PPP2R1A/RBCK1/FBXW7/INHBB/ATP5IF1/TP73/MFF/TNFRSF12A/SERINC3/TP53BP2/GSDME/GPER1/BAD/YWHAB/BAK1/FLCN/CTSC/CAV1/SIRT1/SRPX/STYXL1/INHBA/TFAP4/RPL26/RIPK1/NUPR1/E2F1/PIAS4/EEF1E1/IL20RA/TGFBR1",56
"GO:0051298","GO:0051298","centrosome duplication","23/3831","59/17468",0.00224059896449423,0.0260040569670846,0.0214639502788089,"PLK2/CETN2/CHMP4B/CHMP3/CCNF/POC1A/C2CD3/CHORDC1/ARHGEF10/KAT2A/CEP192/STIL/NUBP1/CHMP1A/BRSK1/CEP131/CEP63/XPO1/PDCD6IP/FBXW5/RAB6C/XRCC3/WDR62",23
"GO:0010923","GO:0010923","negative regulation of phosphatase activity","35/3831","101/17468",0.00224106917770296,0.0260040569670846,0.0214639502788089,"ENSA/RRP1B/PPP1R15A/PTPA/PPP1R8/FKBP1A/CRY2/SET/ZFYVE1/PPP1R14B/CHP1/DLG3/GNAI2/PKMYT1/CD2BP2/MASTL/MPHOSPH10/CEP192/FKBP1B/CSRNP3/PPP4R4/ROCK1/ELFN1/PCIF1/WDR81/GPATCH2/STYXL1/PPP1R14C/PHACTR1/LMTK3/TMEM225B/ARPP19/ZCCHC9/SFI1/PHACTR3",35
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","12/3831","24/17468",0.00226522553266055,0.026184979455991,0.0216132851041833,"CCNB1/CDK4/DTL/BRD4/CDC7/RCC2/RAB11A/SIN3A/CCND1/APP/DBF4B/HSPA2",12
"GO:0033119","GO:0033119","negative regulation of RNA splicing","12/3831","24/17468",0.00226522553266055,0.026184979455991,0.0216132851041833,"SRSF9/SRSF6/RBM42/C1QBP/U2AF2/TMBIM6/SFSWAP/PTBP1/CELF4/RPS26/RBM10/PTBP2",12
"GO:0006270","GO:0006270","DNA replication initiation","14/3831","30/17468",0.00229073712273969,0.0263305592209646,0.0217334477711452,"POLE4/WRNIP1/MCM7/TICRR/POLA2/MCM4/MCM3/NBN/CCNE1/CCNE2/MCM2/CDC6/LRWD1/POLE2",14
"GO:0007143","GO:0007143","female meiotic nuclear division","14/3831","30/17468",0.00229073712273969,0.0263305592209646,0.0217334477711452,"NCAPH/CDC25B/PRKAR1A/ATM/PPP2R1A/MASTL/NCAPH2/TRIP13/SPIRE2/PLK1/HSF1/SYCP2/MLH3/MLH1",14
"GO:0009303","GO:0009303","rRNA transcription","14/3831","30/17468",0.00229073712273969,0.0263305592209646,0.0217334477711452,"SMARCB1/MTOR/GTF3C6/SMARCA4/POLR1B/H2AFY/NOL11/SPIN1/BRF1/GTF3C2/NCL/PWP1/CD3EAP/GTF3C5",14
"GO:0090169","GO:0090169","regulation of spindle assembly","13/3831","27/17468",0.00230760340558819,0.0264250839422692,0.0218114692091373,"HSPA1A/HSPA1B/CHMP4B/RNF4/SMC1A/SMC3/HNRNPU/DRG1/STAG1/CHMP1A/PLK1/SPAG5/MAPK15",13
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","13/3831","27/17468",0.00230760340558819,0.0264250839422692,0.0218114692091373,"CCNB1/CDK4/DTL/ATAD5/BRD4/CDC7/RCC2/RAB11A/SIN3A/CCND1/APP/DBF4B/HSPA2",13
"GO:0048872","GO:0048872","homeostasis of number of cells","72/3831","241/17468",0.00231402323385934,0.0264490692991587,0.0218312669087173,"HSPA1A/HSPA1B/UBAP2L/CEBPG/RBFOX2/TSC22D3/SOX9/PMAIP1/NLE1/DMTN/ZFP36L1/PRDX1/BAP1/ERCC2/LIPA/PPP3CB/BAX/TNFRSF13C/BCL6/ZFPM1/NCAPG2/ACIN1/STAT5B/PRDX2/PTPN11/MED1/SMAD5/SOD1/MERTK/IKZF1/PIK3CD/PRMT1/PKN1/HOXB6/ATP5IF1/ADAR/ADD1/RPS17/CSF1/KITLG/SLC7A11/RASSF2/ZFP36/JAK3/HSPA9/BAK1/SLC11A2/ARNT/GATA2/ZBTB7A/HOXA5/L3MBTL3/SMAP1/F2R/SLC25A38/AKT1/INHBA/SFXN1/ANXA1/MAEA/B2M/CASP3/CCNB2/JAM3/HMGB1/EPAS1/KIT/CCR4/PIK3CB/ADA/KRAS/PDE4B",72
"GO:0035020","GO:0035020","regulation of Rac protein signal transduction","8/3831","13/17468",0.00233811044219401,0.0266745249142096,0.0220173597217601,"DNM2/STMN3/CRK/OGT/SSX2IP/RASGRF1/AUTS2/KRAS",8
"GO:0019058","GO:0019058","viral life cycle","93/3831","324/17468",0.00234697272164077,0.026725769446617,0.0220596573562041,"HSPA1A/HSPA1B/EGFR/HSPA8/RPSA/SMARCB1/CDC42/RAB1B/HACD3/CHMP4B/PABPC1/NDC1/CHMP3/KPNB1/STAU1/KPNA6/RAB7A/MAVS/SNF8/ITGA5/LAMTOR5/DDX6/LARP1/CD46/TRIM5/HSP90AB1/NUP210/DAG1/CNOT7/GRK2/IFI16/VCP/DDB1/NECTIN2/FURIN/ILF3/BANF1/PPIA/SMC3/POM121/TARBP2/UBC/HTATSF1/SNX3/VAMP8/TRIM25/ITGB5/RAN/ADAR/CXCL8/NUP85/CTBP1/DDX5/KPNA1/IFITM1/EFNB3/PROX1/PCBP2/PDE12/VAPA/VPS37B/KPNA2/SIVA1/CAV1/CHMP1A/CHMP6/NUP98/LAMP3/RAE1/MID2/GAS6/UBP1/ZC3H12A/WWP2/SEH1L/TRIM8/NUP50/TRIM13/HYAL3/TFRC/PCSK5/XPO1/VAPB/PDCD6IP/YTHDC2/TRIM28/CD55/SHFL/UBA52/SLC52A2/PTX3/NUP188/NUP153",93
"GO:0006094","GO:0006094","gluconeogenesis","31/3831","87/17468",0.00237859050841008,0.0270354664664082,0.022315283678001,"NR1D1/ATF3/SLC35B4/PGAM1/TPI1/G6PC3/SESN2/PCK1/ENO3/SLC37A4/WDR5/DDB1/SOGA1/GPI/OGT/KAT2A/ALDOC/PDK2/PCK2/FOXK2/PPARGC1A/LEPR/SIRT1/MAEA/GOT2/SLC25A12/ARPP19/SLC25A10/PGP/PPP4R3B/GPD1",31
"GO:0051650","GO:0051650","establishment of vesicle localization","75/3831","253/17468",0.00238768013258488,0.0270574437897701,0.0223334239311353,"DNAJC5/ACTN4/RIMS4/CALM3/FYCO1/KIF3B/KIF1C/SNAP25/RAB1B/PPP6R1/YKT6/P2RY1/NAPA/CNIH1/DNM2/CDK5/BACE1/UNC13B/KIF1A/GOSR2/AP3D1/ADCY1/WDR11/LIN7A/TRAPPC5/TRAPPC10/TRAPPC6A/PREPL/PDCD6/MYO1C/DVL1/GOLGA2/TMEM230/RIMS3/ATP2A2/STARD3NL/PPP6C/KIF5A/SNAPIN/SNAP29/BBS4/SEC24C/TMED2/SYT12/CTSC/CTNNB1/SPG11/WIPI1/BLOC1S3/TRAPPC2L/RAB11A/MCFD2/AP3B1/SYP/CSPG5/CPLX1/PAFAH1B1/GRIK5/FAM91A1/VAMP1/ARL6/NSF/SNAP23/NCS1/PPP6R3/ITGA4/PCLO/TRAPPC1/RAB11B/KIF23/MAPK15/LRRK2/SEC24D/CDH3/AP3M1",75
"GO:0006283","GO:0006283","transcription-coupled nucleotide-excision repair","27/3831","73/17468",0.00240471423320483,0.0270574437897701,0.0223334239311353,"POLR2F/COPS8/RPA1/ERCC2/DDB1/POLR2E/POLR2L/LIG1/UBC/POLR2G/CCNH/POLR2J/POLR2I/RPA2/CUL4B/UVSSA/POLD2/GTF2H1/GPS1/XPA/ERCC1/PRPF19/POLR2D/RFC1/POLR2C/COPS4/UBA52",27
"GO:0050000","GO:0050000","chromosome localization","27/3831","73/17468",0.00240471423320483,0.0270574437897701,0.0223334239311353,"CCNB1/CHMP4B/PSRC1/KPNB1/CENPQ/ZW10/FAM83D/CDCA5/CHAMP1/ACTR2/KIFC1/ATM/HNRNPU/KIF22/KIF2C/KATNB1/CHMP1A/CHMP6/PIBF1/CDCA8/RAB11A/SEH1L/RRS1/GEM/NDC80/SPAG5/MLH1",27
"GO:0050688","GO:0050688","regulation of defense response to virus","27/3831","73/17468",0.00240471423320483,0.0270574437897701,0.0223334239311353,"UFD1/HTRA1/TRIM44/ZMPSTE24/NPLOC4/PQBP1/MICB/TSPAN6/MAVS/RNF216/C1QBP/TMEM173/TARBP2/ILRUN/TRAF3IP1/SEC14L1/PCBP2/DDX60/ZC3H12A/RIOK3/SIN3A/HERC5/RNF26/PPM1B/PUM2/ZCCHC3/TRAF3",27
"GO:0051303","GO:0051303","establishment of chromosome localization","27/3831","73/17468",0.00240471423320483,0.0270574437897701,0.0223334239311353,"CCNB1/CHMP4B/PSRC1/KPNB1/CENPQ/ZW10/FAM83D/CDCA5/CHAMP1/ACTR2/KIFC1/ATM/HNRNPU/KIF22/KIF2C/KATNB1/CHMP1A/CHMP6/PIBF1/CDCA8/RAB11A/SEH1L/RRS1/GEM/NDC80/SPAG5/MLH1",27
"GO:0009266","GO:0009266","response to temperature stimulus","66/3831","218/17468",0.00240707267729107,0.0270574437897701,0.0223334239311353,"HSPA6/CDKN1A/HSPA1A/HSPA1B/IRAK1/DNAJB1/COX2/EIF2AK3/HSPA8/PRKACA/HSPB8/CYTB/MAPK1/MTOR/NDC1/YWHAE/MICB/AKT1S1/DNAJC7/MLST8/RPA1/CCAR2/HSPA1L/HSP90AB1/CREBBP/IGFBP7/ACADVL/METRNL/NUP210/FOS/VCP/ATM/PDCD6/CHORDC1/IER5/POM121/TP53INP1/SOD1/HSBP1/BAG1/ATP2A2/CXCL12/NUP85/BAG3/PPARGC1A/ATXN3/DNAJC2/TCIM/RPA2/DAXX/NUP98/GCLC/RAE1/SIRT1/EIF2B2/DNAJB6/AKT1/SEH1L/NUP50/NR2F6/ARRB2/HSF1/STUB1/HSPA2/NUP188/NUP153",66
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","19/3831","46/17468",0.00243191800323004,0.027236590823721,0.022481293282221,"INSIG1/TMCO1/ATF3/HERPUD1/XBP1/EIF2AK3/PPP1R15A/ASNS/TMEM33/PTPN1/HSPA5/DDIT3/ATP2A2/FBXW7/CXCL8/ARHGEF10L/PPP1R15B/ERLIN2/CCDC47",19
"GO:0031055","GO:0031055","chromatin remodeling at centromere","19/3831","46/17468",0.00243191800323004,0.027236590823721,0.022481293282221,"HIST2H4A/HIST1H4E/RUVBL1/CENPQ/CENPX/HIST2H4B/CENPV/CENPI/CENPC/HIST1H4D/H3F3A/CENPS/CENPN/CENPW/CENPM/HIST1H4K/RBBP4/CENPP/HJURP",19
"GO:0060997","GO:0060997","dendritic spine morphogenesis","22/3831","56/17468",0.0024677077359386,0.027586897267394,0.0227704389374109,"CDC42/CDK5/CFL1/SHANK1/ACTR2/EFNA1/DVL1/DBN1/GPRASP2/ABI2/CAPRIN1/NGEF/DNM3/CAPRIN2/EEF2K/EPHB3/CDK5R1/PAFAH1B1/OPA1/EPHB2/LRRK2/BAIAP2",22
"GO:0048736","GO:0048736","appendage development","55/3831","176/17468",0.00249355193920581,0.0277742624922469,0.0229250916469981,"COL2A1/HOXA9/CRABP2/SKI/DYNC2H1/SOX9/FGFR2/FBN2/ITGA6/RECK/ZNF358/HDAC1/PRRX1/BAX/CREBBP/TBX2/SOX4/HOXA11/FREM2/RNF165/C2CD3/MBNL1/LRP4/MED1/PAM/TRAF3IP1/KAT2A/HOXA10/ZNF219/ALX4/GNA12/FBXW4/PLXNA2/RARB/RPGRIP1L/SLC7A11/TFAP2A/TULP3/PITX1/BAK1/NR2F2/CTNNB1/HOXD9/TWIST1/SLC39A1/LMBR1/ASPH/MSX2/PCSK5/BMPR2/NOG/SP9/PRKAB1/BMPR1A/KREMEN2",55
"GO:0060173","GO:0060173","limb development","55/3831","176/17468",0.00249355193920581,0.0277742624922469,0.0229250916469981,"COL2A1/HOXA9/CRABP2/SKI/DYNC2H1/SOX9/FGFR2/FBN2/ITGA6/RECK/ZNF358/HDAC1/PRRX1/BAX/CREBBP/TBX2/SOX4/HOXA11/FREM2/RNF165/C2CD3/MBNL1/LRP4/MED1/PAM/TRAF3IP1/KAT2A/HOXA10/ZNF219/ALX4/GNA12/FBXW4/PLXNA2/RARB/RPGRIP1L/SLC7A11/TFAP2A/TULP3/PITX1/BAK1/NR2F2/CTNNB1/HOXD9/TWIST1/SLC39A1/LMBR1/ASPH/MSX2/PCSK5/BMPR2/NOG/SP9/PRKAB1/BMPR1A/KREMEN2",55
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response","24/3831","63/17468",0.00260878270780037,0.0290049204694532,0.0239408862849813,"HDGF/TATDN2/ATP6V0D1/XBP1/TSPYL2/ASNA1/TMEM33/GOSR2/GSK3A/BAX/PTPN1/ACADVL/HSPA5/SERP1/CTDSP2/ADD1/KLHDC3/ZBTB17/BAK1/WIPI1/ERN1/FKBP14/VAPB/PDIA5",24
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","26/3831","70/17468",0.00267882098444643,0.0297295650088746,0.0245390135073467,"SNAP25/SNX17/GGA2/VPS35/RAB31/CSK/MAPK10/WASHC2C/DNM2/SNX27/VPS26A/RAB10/MICALL1/OPTN/ANKRD50/ARL3/GOLPH3/RAB8A/VPS35L/ARFGEF2/CPLX1/GOLGA4/KRT18/LYPLA1/RAB11B/RABEP1",26
"GO:0016050","GO:0016050","vesicle organization","81/3831","278/17468",0.00278066126480447,0.0307762306731761,0.0254029394634211,"INSIG1/RAB1B/CHMP4B/RAB5B/PPP6R1/CORO1C/NAPA/CNIH1/CHMP3/SNX19/SAR1A/RAB22A/RAB7A/SNF8/GOSR2/AP3D1/SNX10/VPS25/ABCA1/SNX11/AP1G1/TRAPPC5/TRAPPC10/TGFBRAP1/TBC1D4/NECTIN2/TRAPPC6A/PDCD6/LYST/LAMTOR1/GOLGA2/ZNF385A/SNX3/PPP6C/ZEB2/SNAPIN/SEC24C/SERPINE2/TMEM127/VTI1A/TMED2/AKT2/VAPA/VPS37B/SDC4/CTSC/CAV1/CHMP1A/CHMP6/SPG11/BLOC1S3/GOLPH3/TRAPPC2L/SRPX/SORT1/RAB11A/MCFD2/DNM1/RAB8A/CPLANE2/AP3B1/F2R/SYP/ARFGEF2/CLCN3/CPLX1/PAFAH1B1/GRIK5/VAMP1/RAB32/NSF/ANXA1/RNF26/VAPB/PDCD6IP/PPP6R3/TRAPPC1/TMF1/MAPK15/SDC1/SEC24D",81
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","54/3831","173/17468",0.00278823087374318,0.0307762306731761,0.0254029394634211,"ATP8/ATP6/COX2/SPHK2/PARP1/DDIT4/NDC1/AK4/PFAS/PGAM1/TPI1/ENO3/TMSB4X/PAICS/ZBTB20/NUP210/AK3/PKM/VCP/POM121/GPI/OGT/LHPP/NCOR1/ALDOC/NUP85/TAZ/FOXK2/PPARGC1A/IMPDH2/AK2/FLCN/ARNT/ATP5PB/NUP98/DNAJC30/RAE1/ATP5MF/ZBTB7A/SEH1L/ADSSL1/NUP50/ATP5MC3/PPAT/NUPR1/PFKFB4/SLC25A12/ATP5F1B/ADA/SIRT6/UQCC3/GPD1/NUP188/NUP153",54
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","54/3831","173/17468",0.00278823087374318,0.0307762306731761,0.0254029394634211,"ATP8/ATP6/COX2/SPHK2/PARP1/DDIT4/NDC1/AK4/PFAS/PGAM1/TPI1/ENO3/TMSB4X/PAICS/ZBTB20/NUP210/AK3/PKM/VCP/POM121/GPI/OGT/LHPP/NCOR1/ALDOC/NUP85/TAZ/FOXK2/PPARGC1A/IMPDH2/AK2/FLCN/ARNT/ATP5PB/NUP98/DNAJC30/RAE1/ATP5MF/ZBTB7A/SEH1L/ADSSL1/NUP50/ATP5MC3/PPAT/NUPR1/PFKFB4/SLC25A12/ATP5F1B/ADA/SIRT6/UQCC3/GPD1/NUP188/NUP153",54
"GO:0019985","GO:0019985","translesion synthesis","17/3831","40/17468",0.00282454589724555,0.0311208975885704,0.025687430208236,"UFD1/NPLOC4/RPA1/DTL/VCP/FAAP20/UBC/TRIM25/UBE2L6/RPA2/REV3L/ZBTB1/USP10/POLD2/REV1/RFC1/UBA52",17
"GO:0045727","GO:0045727","positive regulation of translation","39/3831","117/17468",0.00290046851986399,0.0316944813290987,0.0261608706757376,"RBM3/EIF5A/NGRN/RPS27L/PPP1R15A/EIF3C/RHOA/MAPK1/PABPC1/MTOR/RPUSD4/LARP4B/CDK4/C1QBP/LARP1/GUF1/COA3/SOX4/TARBP2/ELAVL1/SERP1/TRUB2/KHDRBS1/POLDIP3/LARP4/PCIF1/EIF5AL1/RPUSD3/UQCC1/RCC1L/JMJD4/RPS6KB1/RPL26/RBMS3/JAKMIP1/CIRBP/PAIP1/VIM/NAT10",39
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","9/3831","16/17468",0.00290770302953792,0.0316944813290987,0.0261608706757376,"XIST/EXOSC10/RBM15/RLIM/PCGF5/HNRNPU/EIF1/RBM15B/LRIF1",9
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","9/3831","16/17468",0.00290770302953792,0.0316944813290987,0.0261608706757376,"NDOR1/CIAO1/HSPA9/FXN/NUBP1/BOLA2B/GLRX3/ISCU/NFS1",9
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","9/3831","16/17468",0.00290770302953792,0.0316944813290987,0.0261608706757376,"NDOR1/CIAO1/HSPA9/FXN/NUBP1/BOLA2B/GLRX3/ISCU/NFS1",9
"GO:0032354","GO:0032354","response to follicle-stimulating hormone","9/3831","16/17468",0.00290770302953792,0.0316944813290987,0.0261608706757376,"HMGCS1/ASNS/GCLM/EFNA5/EPHA8/PPARGC1A/GCLC/INHBA/PAPPA",9
"GO:0090083","GO:0090083","regulation of inclusion body assembly","9/3831","16/17468",0.00290770302953792,0.0316944813290987,0.0261608706757376,"HSPA1A/HSPA1B/DNAJB1/CLU/PSMC5/DNAJB6/SORL1/HSF1/HSPA2",9
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","56/3831","181/17468",0.00292731891549026,0.0318515216516422,0.0262904929757928,"NR1D1/PAGR1/PARP1/RHOA/RBFOX2/PAQR8/CNOT9/YAP1/RXRB/PER1/CRY2/SMARCA4/PPP5C/PARK7/HDAC1/PHB/EGLN2/RNF4/DDX54/RNF14/KAT5/MED1/TADA3/SKP2/UFL1/CREBRF/PPARD/NCOA6/PADI2/RAN/HEYL/NCOR1/CBFB/DDX5/RARB/GPER1/PPARGC1A/TAF7/NR2F2/NR4A2/DAXX/GPAM/CTNNB1/SIRT1/CCNE1/WBP2/UVSSA/ZBTB7A/PIAS2/PLPP1/NCOR2/PRMT2/NR2F6/ARRB2/KANK2/ESRRA",56
